x,y,z,nx,ny,nz
1.37091,-0.65931,4.01004,0.721577,-4.41796,-0.739085
1.35987,-0.674567,4.05389,0.55459,-4.43046,-0.710141
1.34821,-0.690281,4.09796,0.379469,-4.44421,-0.678037
1.67761,-0.0244558,0.186788,2.83312,-4.69216,-1.44609
1.67818,-0.0353707,0.221446,2.73563,-4.67871,-1.37262
1.67827,-0.0461209,0.256346,2.63601,-4.66471,-1.30246
1.67788,-0.0567063,0.291486,2.53428,-4.65018,-1.2356
1.67701,-0.0671271,0.326868,2.43042,-4.63511,-1.17205
1.67566,-0.0773831,0.362491,2.32444,-4.61949,-1.11181
1.67382,-0.0874744,0.398354,2.21634,-4.60334,-1.05486
1.6715,-0.097401,0.434459,2.10612,-4.58664,-1.00123
1.6687,-0.107163,0.470805,1.99378,-4.56941,-0.950899
1.66541,-0.11676,0.507393,1.87931,-4.55163,-0.903875
1.66165,-0.126192,0.544221,1.76273,-4.53331,-0.860156
1.6574,-0.13546,0.58129,1.64402,-4.51446,-0.819742
1.65267,-0.144563,0.618601,1.52319,-4.49506,-0.782634
1.64746,-0.153501,0.656153,1.40024,-4.47512,-0.748832
1.64177,-0.162275,0.693945,1.27517,-4.45465,-0.718335
1.63559,-0.170884,0.731979,1.14798,-4.43363,-0.691143
1.62893,-0.179328,0.770254,1.01867,-4.41207,-0.667257
1.62179,-0.187607,0.808771,0.887235,-4.38997,-0.646676
1.61417,-0.195722,0.847528,0.753679,-4.36733,-0.629401
1.60607,-0.203672,0.886526,0.618002,-4.34415,-0.615431
1.59748,-0.211457,0.925766,0.480204,-4.32043,-0.604766
1.58842,-0.219077,0.965247,0.340284,-4.29617,-0.597407
1.57887,-0.226533,1.00497,0.198244,-4.27137,-0.593354
1.56883,-0.233824,1.04493,0.0540814,-4.24603,-0.592606
1.55832,-0.24095,1.08514,-0.092202,-4.22015,-0.595163
1.54732,-0.247912,1.12558,-0.240607,-4.19373,-0.601026
1.53634,-0.254726,1.16612,-0.383576,-4.16824,-0.607835
1.52586,-0.26141,1.20662,-0.513551,-4.14516,-0.613232
1.51589,-0.267964,1.24708,-0.630534,-4.12448,-0.617216
1.50643,-0.274387,1.28749,-0.734523,-4.10622,-0.619788
1.49748,-0.280681,1.32786,-0.82552,-4.09036,-0.620947
1.48903,-0.286844,1.36819,-0.903523,-4.0769,-0.620694
1.48108,-0.292877,1.40847,-0.968532,-4.06586,-0.619028
1.47365,-0.29878,1.44871,-1.02055,-4.05722,-0.61595
1.46672,-0.304553,1.48891,-1.05957,-4.05098,-0.611459
1.4603,-0.310196,1.52906,-1.0856,-4.04716,-0.605555
1.45439,-0.315709,1.56917,-1.09864,-4.04574,-0.598239
1.44898,-0.321091,1.60923,-1.09868,-4.04673,-0.589511
1.44408,-0.326343,1.64925,-1.08574,-4.05013,-0.57937
1.43969,-0.331465,1.68923,-1.05979,-4.05593,-0.567816
1.4358,-0.336457,1.72916,-1.02086,-4.06414,-0.55485
1.43242,-0.341319,1.76905,-0.968929,-4.07476,-0.540471
1.42955,-0.346051,1.8089,-0.904007,-4.08778,-0.52468
1.42718,-0.350652,1.8487,-0.826092,-4.10321,-0.507476
1.42532,-0.355123,1.88846,-0.735184,-4.12105,-0.48886
1.42397,-0.359464,1.92818,-0.631283,-4.14129,-0.468831
1.42313,-0.363675,1.96785,-0.514389,-4.16394,-0.44739
1.42279,-0.367756,2.00748,-0.384501,-4.189,-0.424536
1.42296,-0.371707,2.04706,-0.241621,-4.21647,-0.400269
1.42363,-0.375527,2.08661,-0.0857467,-4.24634,-0.37459
1.42482,-0.379218,2.1261,0.0831204,-4.27862,-0.347499
1.42629,-0.382866,2.16555,0.255257,-4.31113,-0.32116
1.42782,-0.386561,2.20496,0.420938,-4.34167,-0.297738
1.42942,-0.390303,2.24431,0.580166,-4.37026,-0.277233
1.43108,-0.394092,2.28362,0.732938,-4.39689,-0.259646
1.43281,-0.397927,2.32287,0.879256,-4.42157,-0.244976
1.4346,-0.401808,2.36208,1.01912,-4.44428,-0.233223
1.43646,-0.405737,2.40124,1.15253,-4.46504,-0.224387
1.43838,-0.409711,2.44035,1.27948,-4.48384,-0.218468
1.44037,-0.413733,2.47941,1.39998,-4.50068,-0.215467
1.44242,-0.417801,2.51842,1.51403,-4.51557,-0.215383
1.44453,-0.421916,2.55738,1.62162,-4.5285,-0.218216
1.44672,-0.426077,2.59629,1.72275,-4.53946,-0.223966
1.44896,-0.430285,2.63516,1.81744,-4.54848,-0.232634
1.45127,-0.43454,2.67397,1.90566,-4.55553,-0.244218
1.45365,-0.438841,2.71274,1.98744,-4.56062,-0.25872
1.45609,-0.443189,2.75146,2.06275,-4.56376,-0.27614
1.45859,-0.447583,2.79012,2.13162,-4.56494,-0.296476
1.46116,-0.452024,2.82874,2.19402,-4.56416,-0.31973
1.4638,-0.456512,2.86731,2.24998,-4.56143,-0.345901
1.4665,-0.461046,2.90584,2.29948,-4.55674,-0.374989
1.46926,-0.465627,2.94431,2.34252,-4.55008,-0.406994
1.47209,-0.470254,2.98273,2.37911,-4.54148,-0.441917
1.47498,-0.474928,3.02111,2.40925,-4.53091,-0.479756
1.47794,-0.479649,3.05943,2.43293,-4.51838,-0.520513
1.48096,-0.484416,3.09771,2.45016,-4.5039,-0.564188
1.48367,-0.489442,3.13609,2.46,-4.48898,-0.607663
1.48567,-0.494937,3.17474,2.46152,-4.47512,-0.647823
1.48697,-0.500902,3.21365,2.45472,-4.46234,-0.684668
1.48757,-0.507337,3.25281,2.43961,-4.45062,-0.718198
1.48746,-0.514242,3.29224,2.41618,-4.43998,-0.748413
1.48665,-0.521617,3.33193,2.38443,-4.43041,-0.775312
1.48514,-0.529462,3.37189,2.34436,-4.42191,-0.798896
1.48293,-0.537776,3.4121,2.29598,-4.41448,-0.819166
1.48002,-0.546561,3.45258,2.23928,-4.40812,-0.83612
1.4764,-0.555815,3.49332,2.17426,-4.40284,-0.849759
1.47209,-0.565539,3.53432,2.10092,-4.39862,-0.860082
1.46707,-0.575733,3.57558,2.01926,-4.39547,-0.867091
1.46134,-0.586397,3.6171,1.92929,-4.3934,-0.870785
1.45492,-0.59753,3.65888,1.831,-4.3924,-0.871163
1.44779,-0.609134,3.70093,1.72439,-4.39246,-0.868226
1.43997,-0.621207,3.74324,1.60946,-4.3936,-0.861974
1.43143,-0.633751,3.7858,1.48621,-4.39581,-0.852407
1.4222,-0.646764,3.82863,1.35465,-4.39909,-0.839525
1.41227,-0.660246,3.87173,1.21477,-4.40344,-0.823327
1.40163,-0.674199,3.91508,1.06657,-4.40886,-0.803815
1.39029,-0.688622,3.95869,0.910054,-4.41536,-0.780987
1.37825,-0.703514,4.00257,0.745219,-4.42292,-0.754844
1.3655,-0.718877,4.04671,0.572067,-4.43155,-0.725386
1.35206,-0.734709,4.09111,0.390596,-4.44126,-0.692613
1.70689,-0.0716616,0.171999,3.02226,-4.749,-1.51184
1.70645,-0.0824227,0.207428,2.91672,-4.73169,-1.43109
1.7055,-0.0930141,0.243064,2.80918,-4.71392,-1.35397
1.70405,-0.103436,0.278906,2.69963,-4.6957,-1.28048
1.7021,-0.113688,0.314954,2.58809,-4.67702,-1.21062
1.69965,-0.12377,0.35121,2.47455,-4.65788,-1.14439
1.69669,-0.133683,0.387671,2.359,-4.63829,-1.08179
1.69324,-0.143425,0.424339,2.24145,-4.61824,-1.02283
1.68928,-0.152999,0.461213,2.12191,-4.59773,-0.96749
1.68481,-0.162402,0.498294,2.00036,-4.57677,-0.915785
1.67985,-0.171636,0.535582,1.87681,-4.55535,-0.867711
1.67438,-0.1807,0.573075,1.75126,-4.53347,-0.823267
1.66841,-0.189594,0.610776,1.62371,-4.51114,-0.782455
1.66193,-0.198319,0.648682,1.49416,-4.48835,-0.745273
1.65496,-0.206874,0.686795,1.3626,-4.46511,-0.711722
1.64748,-0.215259,0.725115,1.22905,-4.44141,-0.681802
1.63949,-0.223474,0.763641,1.0935,-4.41725,-0.655513
1.63101,-0.23152,0.802373,0.955942,-4.39263,-0.632855
1.62202,-0.239396,0.841312,0.816386,-4.36756,-0.613827
1.61253,-0.247103,0.880457,0.67483,-4.34204,-0.598431
1.60254,-0.254639,0.919809,0.531273,-4.31605,-0.586665
1.59205,-0.262006,0.959367,0.385714,-4.28962,-0.57853
1.58105,-0.269203,0.999132,0.238156,-4.26272,-0.574026
1.56955,-0.276231,1.0391,0.0885958,-4.23537,-0.573152
1.55754,-0.283089,1.07928,-0.0629648,-4.20756,-0.57591
1.54504,-0.289777,1.11966,-0.216526,-4.17929,-0.582298
1.5326,-0.296328,1.16014,-0.364348,-4.1521,-0.58975
1.5208,-0.302773,1.20058,-0.498689,-4.12752,-0.5957
1.50964,-0.309114,1.24099,-0.619549,-4.10554,-0.600147
1.49912,-0.315349,1.28138,-0.726929,-4.08616,-0.603091
1.48924,-0.32148,1.32174,-0.820828,-4.06939,-0.604532
1.48,-0.327505,1.36206,-0.901246,-4.05523,-0.60447
1.4714,-0.333425,1.40236,-0.968185,-4.04367,-0.602906
1.46344,-0.33924,1.44263,-1.02164,-4.03472,-0.599839
1.45612,-0.34495,1.48287,-1.06162,-4.02837,-0.59527
1.44943,-0.350555,1.52308,-1.08812,-4.02463,-0.589197
1.44339,-0.356055,1.56327,-1.10113,-4.02349,-0.581622
1.43798,-0.361449,1.60342,-1.10067,-4.02496,-0.572544
1.43322,-0.366739,1.64355,-1.08672,-4.02904,-0.561963
1.42909,-0.371924,1.68364,-1.05929,-4.03572,-0.54988
1.4256,-0.377003,1.72371,-1.01839,-4.045,-0.536293
1.42275,-0.381977,1.76375,-0.964001,-4.05689,-0.521204
1.42055,-0.386846,1.80375,-0.896133,-4.07139,-0.504612
1.41898,-0.39161,1.84373,-0.814785,-4.08849,-0.486518
1.41805,-0.39627,1.88368,-0.719956,-4.10819,-0.466921
1.41776,-0.400823,1.9236,-0.611647,-4.1305,-0.445821
1.41811,-0.405272,1.9635,-0.489857,-4.15542,-0.423218
1.41909,-0.409616,2.00336,-0.354586,-4.18294,-0.399112
1.42072,-0.413855,2.0432,-0.205835,-4.21307,-0.373504
1.42299,-0.417988,2.083,-0.0436034,-4.2458,-0.346393
1.42589,-0.422017,2.12278,0.132109,-4.28114,-0.317779
1.42912,-0.426006,2.1625,0.311152,-4.31675,-0.289963
1.43234,-0.430021,2.20214,0.483377,-4.35027,-0.265246
1.43556,-0.434063,2.24171,0.648784,-4.38172,-0.243628
1.43878,-0.438132,2.28119,0.807372,-4.4111,-0.225109
1.442,-0.442227,2.3206,0.959142,-4.43839,-0.209688
1.44522,-0.446348,2.35993,1.10409,-4.46361,-0.197367
1.44843,-0.450496,2.39917,1.24223,-4.48676,-0.188144
1.45165,-0.45467,2.43834,1.37354,-4.50783,-0.18202
1.45486,-0.45887,2.47743,1.49804,-4.52682,-0.178995
1.45807,-0.463098,2.51644,1.61571,-4.54374,-0.179069
1.46128,-0.467351,2.55538,1.72657,-4.55857,-0.182242
1.46448,-0.471631,2.59423,1.83061,-4.57134,-0.188514
1.46769,-0.475938,2.633,1.92784,-4.58202,-0.197884
1.47089,-0.48027,2.6717,2.01824,-4.59063,-0.210353
1.47409,-0.48463,2.71032,2.10183,-4.59717,-0.225921
1.47729,-0.489015,2.74885,2.17859,-4.60163,-0.244588
1.48049,-0.493428,2.78731,2.24854,-4.60401,-0.266354
1.48369,-0.497866,2.82569,2.31167,-4.60431,-0.291219
1.48689,-0.502331,2.86399,2.36799,-4.60254,-0.319183
1.49008,-0.506823,2.90221,2.41748,-4.59869,-0.350245
1.49327,-0.511341,2.94035,2.46015,-4.59277,-0.384406
1.49646,-0.515885,2.97842,2.49601,-4.58477,-0.421666
1.49965,-0.520456,3.0164,2.52505,-4.57469,-0.462025
1.50284,-0.525053,3.0543,2.54727,-4.56254,-0.505483
1.50603,-0.529677,3.09213,2.56267,-4.54831,-0.55204
1.50882,-0.534554,3.13006,2.57041,-4.53348,-0.598411
1.51082,-0.539911,3.16829,2.56965,-4.51955,-0.641312
1.51204,-0.545747,3.20682,2.56039,-4.50651,-0.680742
1.51248,-0.552062,3.24564,2.54262,-4.49436,-0.716703
1.51212,-0.558858,3.28476,2.51635,-4.4831,-0.749194
1.51098,-0.566133,3.32417,2.48158,-4.47273,-0.778214
1.50906,-0.573888,3.36387,2.4383,-4.46325,-0.803764
1.50635,-0.582122,3.40388,2.38653,-4.45466,-0.825844
1.50285,-0.590836,3.44418,2.32625,-4.44696,-0.844455
1.49856,-0.60003,3.48477,2.25746,-4.44015,-0.859594
1.49349,-0.609703,3.52566,2.18018,-4.43423,-0.871264
1.48764,-0.619856,3.56684,2.09439,-4.4292,-0.879464
1.48099,-0.630489,3.60832,2.0001,-4.42506,-0.884193
1.47356,-0.641602,3.6501,1.8973,-4.42181,-0.885453
1.46535,-0.653194,3.69217,1.78601,-4.41946,-0.883242
1.45634,-0.665265,3.73454,1.66621,-4.41799,-0.877561
1.44656,-0.677817,3.7772,1.53791,-4.41741,-0.86841
1.43598,-0.690848,3.82016,1.4011,-4.41773,-0.855789
1.42462,-0.704358,3.86341,1.2558,-4.41893,-0.839698
1.41247,-0.718349,3.90696,1.10199,-4.42102,-0.820136
1.39954,-0.732819,3.9508,0.939676,-4.42401,-0.797105
1.38582,-0.747768,3.99494,0.768861,-4.42788,-0.770603
1.37131,-0.763198,4.03938,0.589544,-4.43265,-0.740632
1.35602,-0.779107,4.08411,0.401724,-4.4383,-0.70719
1.73806,-0.119436,0.156551,3.2114,-4.80584,-1.57759
1.73652,-0.130004,0.192825,3.09781,-4.78467,-1.48955
1.73446,-0.140399,0.229266,2.98234,-4.76313,-1.40547
1.73188,-0.15062,0.265877,2.86499,-4.74121,-1.32535
1.72877,-0.160667,0.302655,2.74576,-4.71893,-1.24918
1.72515,-0.170541,0.339603,2.62465,-4.69627,-1.17697
1.721,-0.18024,0.376719,2.50166,-4.67323,-1.10872
1.71633,-0.189766,0.414003,2.37679,-4.64983,-1.04442
1.71114,-0.199117,0.451456,2.25003,-4.62605,-0.98408
1.70542,-0.208295,0.489077,2.1214,-4.6019,-0.927694
1.69919,-0.217299,0.526867,1.99089,-4.57738,-0.875265
1.69243,-0.22613,0.564825,1.8585,-4.55249,-0.826792
1.68515,-0.234786,0.602952,1.72422,-4.52722,-0.782275
1.67734,-0.243268,0.641247,1.58807,-4.50158,-0.741715
1.66902,-0.251577,0.679711,1.45003,-4.47557,-0.70511
1.66017,-0.259712,0.718343,1.31012,-4.44918,-0.672462
1.6508,-0.267673,0.757144,1.16832,-4.42243,-0.64377
1.64091,-0.27546,0.796114,1.02465,-4.3953,-0.619034
1.6305,-0.283073,0.835251,0.879093,-4.3678,-0.598254
1.61957,-0.290512,0.874558,0.731657,-4.33992,-0.581431
1.60811,-0.297778,0.914033,0.582341,-4.31168,-0.568563
1.59613,-0.30487,0.953676,0.431144,-4.28306,-0.559652
1.58363,-0.311787,0.993488,0.278067,-4.25407,-0.554697
1.57061,-0.318531,1.03347,0.12311,-4.2247,-0.553699
1.55706,-0.325101,1.07362,-0.0337275,-4.19497,-0.556656
1.54299,-0.331498,1.11393,-0.192445,-4.16486,-0.56357
1.52905,-0.337768,1.15433,-0.34512,-4.13597,-0.571665
1.51589,-0.34396,1.19471,-0.483826,-4.10988,-0.578167
1.5035,-0.350075,1.23508,-0.608564,-4.08659,-0.583077
1.49189,-0.356111,1.27543,-0.719334,-4.06611,-0.586393
1.48106,-0.362069,1.31577,-0.816136,-4.04843,-0.588117
1.471,-0.367949,1.3561,-0.89897,-4.03356,-0.588247
1.46172,-0.373751,1.39641,-0.967837,-4.02149,-0.586784
1.45322,-0.379475,1.43672,-1.02273,-4.01222,-0.583729
1.44549,-0.385121,1.477,-1.06367,-4.00576,-0.57908
1.43854,-0.390689,1.51727,-1.09063,-4.0021,-0.572839
1.43236,-0.396178,1.55753,-1.10362,-4.00125,-0.565004
1.42697,-0.40159,1.59778,-1.10265,-4.00319,-0.555577
1.42234,-0.406924,1.63801,-1.08771,-4.00795,-0.544557
1.4185,-0.41218,1.67823,-1.0588,-4.0155,-0.531943
1.41543,-0.417357,1.71844,-1.01592,-4.02586,-0.517737
1.41314,-0.422457,1.75863,-0.959073,-4.03902,-0.501937
1.41162,-0.427478,1.79881,-0.888259,-4.05499,-0.484545
1.41089,-0.432422,1.83897,-0.803478,-4.07376,-0.46556
1.41092,-0.437287,1.87912,-0.704728,-4.09534,-0.444981
1.41174,-0.442075,1.91926,-0.59201,-4.11972,-0.42281
1.41333,-0.446784,1.95939,-0.465325,-4.1469,-0.399046
1.4157,-0.451415,1.9995,-0.324671,-4.17688,-0.373688
1.41884,-0.455968,2.03959,-0.17005,-4.20967,-0.346738
1.42276,-0.460443,2.07968,-0.00146003,-4.24527,-0.318195
1.42746,-0.464841,2.11975,0.181098,-4.28366,-0.288059
1.43251,-0.469201,2.15976,0.367048,-4.32236,-0.258766
1.43749,-0.473567,2.19965,0.545816,-4.35887,-0.232754
1.44239,-0.477938,2.23944,0.717402,-4.39318,-0.210023
1.44723,-0.482314,2.27911,0.881806,-4.4253,-0.190572
1.45199,-0.486695,2.31868,1.03903,-4.45522,-0.174401
1.45668,-0.491081,2.35813,1.18907,-4.48295,-0.161511
1.4613,-0.495472,2.39747,1.33192,-4.50848,-0.151902
1.46585,-0.499868,2.43671,1.4676,-4.53181,-0.145573
1.47033,-0.504269,2.47583,1.59609,-4.55296,-0.142524
1.47473,-0.508676,2.51484,1.7174,-4.5719,-0.142756
1.47907,-0.513087,2.55373,1.83153,-4.58865,-0.146268
1.48333,-0.517504,2.59252,1.93848,-4.60321,-0.153061
1.48752,-0.521925,2.6312,2.03824,-4.61557,-0.163134
1.49164,-0.526352,2.66976,2.13082,-4.62574,-0.176488
1.49568,-0.530784,2.70822,2.21622,-4.63371,-0.193123
1.49966,-0.535221,2.74656,2.29444,-4.63949,-0.213037
1.50356,-0.539663,2.7848,2.36547,-4.64307,-0.236233
1.5074,-0.54411,2.82292,2.42932,-4.64446,-0.262708
1.51116,-0.548562,2.86093,2.48599,-4.64365,-0.292465
1.51485,-0.55302,2.89883,2.53548,-4.64065,-0.325501
1.51846,-0.557482,2.93662,2.57779,-4.63545,-0.361818
1.52201,-0.561949,2.9743,2.61291,-4.62806,-0.401416
1.52548,-0.566422,3.01187,2.64085,-4.61847,-0.444294
1.52888,-0.5709,3.04932,2.66161,-4.60669,-0.490453
1.53222,-0.575382,3.08667,2.67519,-4.59271,-0.539892
1.53507,-0.580111,3.12413,2.68083,-4.57799,-0.589159
1.53706,-0.585328,3.16191,2.67778,-4.56398,-0.6348
1.53818,-0.591033,3.20003,2.66605,-4.55068,-0.676817
1.53842,-0.597225,3.23848,2.64563,-4.53809,-0.715208
1.53779,-0.603904,3.27726,2.61652,-4.52621,-0.749975
1.53629,-0.611072,3.31637,2.57873,-4.51504,-0.781116
1.53391,-0.618727,3.35581,2.53224,-4.50458,-0.808632
1.53066,-0.62687,3.39559,2.47707,-4.49483,-0.832523
1.52655,-0.6355,3.43569,2.41321,-4.48579,-0.852789
1.52155,-0.644618,3.47612,2.34067,-4.47746,-0.86943
1.51569,-0.654224,3.51689,2.25944,-4.46984,-0.882446
1.50895,-0.664317,3.55799,2.16952,-4.46292,-0.891837
1.50135,-0.674898,3.59941,2.07091,-4.45672,-0.897602
1.49287,-0.685967,3.64117,1.96361,-4.45123,-0.899743
1.48351,-0.697523,3.68326,1.84763,-4.44645,-0.898258
1.47329,-0.709567,3.72568,1.72296,-4.44238,-0.893148
1.46219,-0.722099,3.76844,1.5896,-4.43901,-0.884413
1.45022,-0.735118,3.81152,1.44756,-4.43636,-0.872053
1.43738,-0.748625,3.85493,1.29683,-4.43442,-0.856068
1.42367,-0.76262,3.89868,1.13741,-4.43318,-0.836458
1.40908,-0.777102,3.94275,0.969298,-4.43266,-0.813223
1.39362,-0.792072,3.98716,0.792503,-4.43285,-0.786362
1.37729,-0.80753,4.0319,0.607021,-4.43374,-0.755877
1.36009,-0.823475,4.07697,0.412851,-4.43535,-0.721766
1.77112,-0.167778,0.140447,3.40055,-4.86268,-1.64334
1.7684,-0.178116,0.177637,3.27891,-4.83765,-1.54802
1.76515,-0.188277,0.214954,3.15551,-4.81234,-1.45698
1.76135,-0.19826,0.252399,3.03035,-4.78673,-1.37022
1.75702,-0.208066,0.289971,2.90343,-4.76084,-1.28775
1.75214,-0.217695,0.32767,2.77476,-4.73465,-1.20956
1.74673,-0.227147,0.365497,2.64432,-4.70818,-1.13565
1.74077,-0.236422,0.403451,2.51212,-4.68142,-1.06602
1.73428,-0.24552,0.441532,2.37816,-4.65437,-1.00067
1.72724,-0.25444,0.47974,2.24245,-4.62704,-0.939604
1.71966,-0.263183,0.518076,2.10497,-4.59941,-0.88282
1.71155,-0.271749,0.556539,1.96573,-4.5715,-0.830317
1.70289,-0.280138,0.59513,1.82474,-4.5433,-0.782096
1.69369,-0.28835,0.633848,1.68198,-4.51481,-0.738156
1.68396,-0.296385,0.672693,1.53746,-4.48603,-0.698498
1.67368,-0.304242,0.711665,1.39119,-4.45696,-0.663121
1.66286,-0.311923,0.750765,1.24315,-4.42761,-0.632026
1.6515,-0.319426,0.789992,1.09336,-4.39796,-0.605213
1.6396,-0.326752,0.829347,0.9418,-4.36803,-0.582681
1.62717,-0.333901,0.868829,0.788485,-4.33781,-0.564431
1.61419,-0.340873,0.908438,0.63341,-4.3073,-0.550462
1.60067,-0.347667,0.948174,0.476574,-4.2765,-0.540775
1.58661,-0.354285,0.988038,0.317979,-4.24542,-0.535369
1.57201,-0.360725,1.02803,0.157624,-4.21404,-0.534245
1.55687,-0.366988,1.06815,-0.0044902,-4.18238,-0.537403
1.54119,-0.373074,1.10839,-0.168365,-4.15043,-0.544842
1.5257,-0.379047,1.1487,-0.325892,-4.11983,-0.55358
1.51113,-0.384971,1.18902,-0.468963,-4.09224,-0.560635
1.49747,-0.390846,1.22933,-0.597579,-4.06765,-0.566007
1.48474,-0.396672,1.26965,-0.711739,-4.04606,-0.569696
1.47292,-0.402448,1.30997,-0.811445,-4.02747,-0.571701
1.46202,-0.408176,1.3503,-0.896694,-4.01189,-0.572024
1.45204,-0.413855,1.39063,-0.967489,-3.99931,-0.570663
1.44298,-0.419485,1.43096,-1.02383,-3.98973,-0.567619
1.43484,-0.425065,1.47129,-1.06571,-3.98315,-0.562891
1.42762,-0.430597,1.51163,-1.09314,-3.97957,-0.556481
1.42132,-0.43608,1.55197,-1.10611,-3.979,-0.548387
1.41593,-0.441513,1.59231,-1.10463,-3.98143,-0.53861
1.41146,-0.446898,1.63265,-1.08869,-3.98686,-0.52715
1.40791,-0.452234,1.673,-1.0583,-3.99529,-0.514007
1.40528,-0.45752,1.71335,-1.01345,-4.00672,-0.49918
1.40357,-0.462758,1.75371,-0.954145,-4.02116,-0.48267
1.40278,-0.467946,1.79406,-0.880385,-4.0386,-0.464477
1.40291,-0.473086,1.83442,-0.79217,-4.05904,-0.444601
1.40395,-0.478176,1.87478,-0.6895,-4.08248,-0.423042
1.40592,-0.483218,1.91515,-0.572374,-4.10893,-0.399799
1.4088,-0.48821,1.95552,-0.440793,-4.13837,-0.374874
1.4126,-0.493154,1.99589,-0.294756,-4.17082,-0.348265
1.41732,-0.498048,2.03626,-0.134264,-4.20627,-0.319973
1.42296,-0.502893,2.07664,0.0406833,-4.24473,-0.289997
1.42951,-0.50769,2.11702,0.230086,-4.28618,-0.258339
1.43646,-0.512453,2.15732,0.422944,-4.32798,-0.22757
1.44326,-0.517199,2.19749,0.608255,-4.36747,-0.200263
1.44991,-0.521927,2.23751,0.78602,-4.40464,-0.176418
1.45642,-0.526638,2.27738,0.95624,-4.4395,-0.156035
1.46278,-0.531331,2.31711,1.11891,-4.47204,-0.139114
1.469,-0.536007,2.3567,1.27404,-4.50228,-0.125656
1.47507,-0.540665,2.39614,1.42162,-4.53019,-0.115659
1.481,-0.545306,2.43543,1.56166,-4.5558,-0.109125
1.48678,-0.54993,2.47458,1.69414,-4.57909,-0.106053
1.49242,-0.554536,2.51359,1.81909,-4.60007,-0.106443
1.49791,-0.559124,2.55245,1.93648,-4.61873,-0.110295
1.50325,-0.563695,2.59117,2.04634,-4.63508,-0.117609
1.50845,-0.568249,2.62974,2.14864,-4.64912,-0.128385
1.51351,-0.572785,2.66817,2.2434,-4.66085,-0.142623
1.51842,-0.577304,2.70645,2.33061,-4.67026,-0.160324
1.52318,-0.581805,2.74459,2.41028,-4.67735,-0.181486
1.5278,-0.586289,2.78259,2.4824,-4.68214,-0.206111
1.53228,-0.590755,2.82044,2.54697,-4.68461,-0.234198
1.53661,-0.595204,2.85814,2.604,-4.68476,-0.265746
1.54079,-0.599636,2.8957,2.65348,-4.68261,-0.300757
1.54483,-0.60405,2.93312,2.69542,-4.67814,-0.339231
1.54872,-0.608447,2.97039,2.72981,-4.67135,-0.381166
1.55247,-0.612826,3.00751,2.75665,-4.66225,-0.426563
1.55607,-0.617187,3.04449,2.77595,-4.65084,-0.475422
1.55953,-0.621531,3.08133,2.7877,-4.63712,-0.527744
1.56243,-0.626114,3.11828,2.79124,-4.6225,-0.579907
1.56438,-0.63119,3.1556,2.78591,-4.60841,-0.628289
1.56536,-0.63676,3.19328,2.77171,-4.59486,-0.672891
1.56539,-0.642824,3.23134,2.74864,-4.58183,-0.713714
1.56445,-0.649382,3.26976,2.71669,-4.56933,-0.750756
1.56256,-0.656434,3.30855,2.67587,-4.55736,-0.784018
1.5597,-0.663979,3.3477,2.62618,-4.54592,-0.8135
1.55589,-0.672019,3.38723,2.56762,-4.535,-0.839202
1.55111,-0.680552,3.42712,2.50018,-4.52462,-0.861124
1.54538,-0.689579,3.46738,2.42388,-4.51477,-0.879266
1.53868,-0.6991,3.50801,2.3387,-4.50544,-0.893628
1.53103,-0.709115,3.54901,2.24464,-4.49665,-0.904209
1.52241,-0.719624,3.59037,2.14172,-4.48838,-0.911011
1.51283,-0.730626,3.6321,2.02992,-4.48065,-0.914032
1.5023,-0.742123,3.67421,1.90925,-4.47344,-0.913274
1.4908,-0.754113,3.71667,1.77971,-4.46676,-0.908735
1.47835,-0.766597,3.75951,1.6413,-4.46061,-0.900416
1.46493,-0.779575,3.80272,1.49401,-4.455,-0.888317
1.45056,-0.793047,3.84629,1.33785,-4.44991,-0.872439
1.43522,-0.807012,3.89023,1.17282,-4.44534,-0.85278
1.41892,-0.821472,3.93454,0.99892,-4.44131,-0.82934
1.40167,-0.836425,3.97922,0.816145,-4.43781,-0.802121
1.38345,-0.851873,4.02426,0.624498,-4.43484,-0.771122
1.36428,-0.867814,4.06968,0.423979,-4.43239,-0.736343
1.80607,-0.216689,0.123685,3.58969,-4.91952,-1.70908
1.8021,-0.226758,0.161864,3.46,-4.89063,-1.60648
1.79757,-0.236646,0.200127,3.32867,-4.86154,-1.50849
1.79248,-0.246355,0.238472,3.19571,-4.83225,-1.4151
1.78684,-0.255884,0.2769,3.0611,-4.80274,-1.32632
1.78064,-0.265234,0.315412,2.92486,-4.77304,-1.24214
1.77388,-0.274404,0.354006,2.78698,-4.74313,-1.16257
1.76657,-0.283394,0.392682,2.64745,-4.71302,-1.08761
1.7587,-0.292205,0.431442,2.50629,-4.6827,-1.01726
1.75027,-0.300836,0.470285,2.36349,-4.65217,-0.951514
1.74128,-0.309288,0.50921,2.21905,-4.62145,-0.890375
1.73174,-0.31756,0.548219,2.07297,-4.59051,-0.833842
1.72164,-0.325652,0.58731,1.92525,-4.55938,-0.781916
1.71098,-0.333564,0.626484,1.77589,-4.52804,-0.734597
1.69977,-0.341298,0.665741,1.62489,-4.49649,-0.691886
1.688,-0.348851,0.705081,1.47226,-4.46474,-0.653781
1.67567,-0.356225,0.744504,1.31798,-4.43278,-0.620283
